data;volume(%);volume(hm³)
26/05/2022;21.329524522707057;87.8726217698424
27/05/2022;21.286309754766624;87.69458709522699
28/05/2022;21.26722598334655;87.61596644776938
29/05/2022;21.222692973254127;87.43250092569653
30/05/2022;21.195014163061646;87.31847074108113
31/05/2022;21.149300086631044;87.13013950362352
01/06/2022;21.147367039328934;87.12217580362352
02/06/2022;21.206732576832252;87.3667478482389
03/06/2022;21.258668737418983;87.58071260823891
04/06/2022;21.322615565171503;87.84415849061179
05/06/2022;21.393293675807207;88.1353356744579
06/06/2022;21.450209771830966;88.36981659658008
07/06/2022;21.419659886768695;88.24395825912246
08/06/2022;21.404974030586356;88.18345598752691
09/06/2022;21.360578196307785;88.00055559752693
10/06/2022;21.339681102870493;87.9144644900693
11/06/2022;21.341558964175974;87.92220083674957
12/06/2022;21.349278708498847;87.95400436674957
13/06/2022;21.31109411147524;87.79669281261167
14/06/2022;21.306355976771872;87.77717281261167
15/06/2022;21.25526371046845;87.56668469847368
16/06/2022;21.2266767190732;87.44891302101605
17/06/2022;21.19124719738673;87.30295172894283
18/06/2022;21.129867168609138;87.05008045432753
19/06/2022;21.113093404725124;86.98097649432752
20/06/2022;21.052328181097586;86.7306380722545
21/06/2022;21.06438814176505;86.7803222722545
22/06/2022;21.049997215436708;86.7210350422545
23/06/2022;21.03905313222814;86.67594799479687
24/06/2022;20.999508476824303;86.51303332018136
25/06/2022;20.965583988822324;86.37327241272374
26/06/2022;20.927852655435732;86.21782819810835
27/06/2022;20.902270912742605;86.11243743810834
28/06/2022;20.856556836312002;85.92410620065073
29/06/2022;20.824731925231106;85.79299505603552
30/06/2022;20.779017848800503;85.6046638185779
01/07/2022;20.764785256255188;85.54602888650487
02/07/2022;20.733416816541293;85.41679829650487
03/07/2022;20.67203678776392;85.16392702189046
04/07/2022;20.663511027686912;85.12880289665505
05/07/2022;20.641390087721312;85.03766982949637
06/07/2022;20.62709793645213;84.97878952949637
07/07/2022;20.586769273832758;84.81264492964544
08/07/2022;20.599837949342106;84.86648479742324
09/07/2022;20.581991984058085;84.79296361996562
10/07/2022;20.543382846800274;84.63390305996562
11/07/2022;20.51435929159356;84.51433284233698
12/07/2022;20.458642173489785;84.28479142710165
13/07/2022;20.43615947615446;84.19216800470845
14/07/2022;20.400052901737446;84.04341741470945
15/07/2022;20.358620488643208;83.87272562263664
16/07/2022;20.317125827967924;83.70177738517802
17/07/2022;20.296322370329587;83.61607203517771
18/07/2022;20.24923246019211;83.42207268660897
19/07/2022;20.18693434187883;83.16541909915145
20/07/2022;20.167608994015612;83.08580321359585
21/07/2022;20.125908442940027;82.91400675613812
22/07/2022;20.08038408851073;82.72645712868051
23/07/2022;20.032431606914137;82.52890418868051
24/07/2022;19.98004634847806;82.31308925122288
25/07/2022;19.938662707358745;82.14259838820973
26/07/2022;19.88961677126042;81.94054067297432
27/07/2022;19.87505380956346;81.880544697739
28/07/2022;19.822668551127382;81.66472976028136
29/07/2022;19.795399801884162;81.55238893028137
30/07/2022;19.750867212838923;81.36892514282384
31/07/2022;19.713322670984766;81.2142504653663
01/08/2022;19.688897431048265;81.11362422457537
02/08/2022;19.65319202861833;80.96652636875936
03/08/2022;19.604269509622434;80.76497710294343
04/08/2022;19.573502403196784;80.63822386458524
05/08/2022;19.587125364524578;80.69434725950049
06/08/2022;19.555946646811996;80.56589827950049
07/08/2022;19.5082995230793;80.36960334204296
08/08/2022;19.499532480061198;80.33348518786893
09/08/2022;19.440800658073773;80.09152390205308
10/08/2022;19.436273973356446;80.07287502623716
11/08/2022;19.37590890234528;79.82418513877965
12/08/2022;19.356731223047362;79.74517761296372
13/08/2022;19.31233538876879;79.56227722296373
14/08/2022;19.266029628057808;79.37150838550609
15/08/2022;19.243130309406887;79.27716858133196
16/08/2022;19.18805941677566;79.05028946297375
17/08/2022;19.151594776806043;78.90006372715803
18/08/2022;19.106376246068308;78.7137740213432
19/08/2022;19.065916947708992;78.54709123298491
20/08/2022;19.030247310869438;78.4001407229849
21/08/2022;18.98174552605366;78.2003247829839
22/08/2022;18.94719521122444;78.05798561626759
23/08/2022;18.89124372906357;77.8274786762676
24/08/2022;18.85202223684033;77.66589535790939
25/08/2022;18.790467594840727;77.4123047179094
26/08/2022;18.739389556879424;77.20187522119271
27/08/2022;18.687348043187942;76.9874764311928
28/08/2022;18.626767898595823;76.73790049119289
29/08/2022;18.57458497956648;76.5229191444765
30/08/2022;18.53092342346119;76.3430438077601
31/08/2022;18.46809338619843;76.08419883940189
01/09/2022;18.418290743500375;75.8790236710438
02/09/2022;18.359130818774215;75.6352987026855
03/09/2022;18.284511193082828;75.3278834043273
04/09/2022;18.23568304779219;75.12672293596901
05/09/2022;18.186418331848163;74.92376389925259
06/09/2022;18.14390461437977;74.7486173876108
07/09/2022;18.084744689653657;74.5048924192527
08/09/2022;18.021914652391093;74.2460474508953
09/09/2022;17.975612338260348;74.0552928125372
10/09/2022;17.91278230099759;73.796447844179
11/09/2022;17.85174225149629;73.5449772041781
12/09/2022;17.802044561394656;73.3402344158198
13/09/2022;17.74762277137186;73.1160294474615
14/09/2022;17.69930921857976;72.9169889791033
15/09/2022;17.657191609484162;72.7434743407452
16/09/2022;17.613940423506666;72.565289632387
17/09/2022;17.568322485843705;72.3773544640287
18/09/2022;17.52212315292455;72.18702408402879
19/09/2022;17.47180731343876;71.97973466567069
20/09/2022;17.455163098216204;71.91116441567048
21/09/2022;17.392847653451966;71.6544394473123
22/09/2022;17.334202321224325;71.412834478954
23/09/2022;17.26821676392349;71.1409895105959
